"id","full_name","age","gender","device_type","ad_position","browsing_history","time_of_day","click"
"7878","User7878","","","Tablet","Side","","Afternoon","1"
"5110","User5110","44","Female","Tablet","Top","Shopping","Morning","1"
"5055","User5055","45","Male","Desktop","Top","Education","Morning","1"
"1879","User1879","61","Male","Desktop","Side","","Evening","0"
"8306","User8306","","","Desktop","Side","Entertainment","","0"
"6129","User6129","36","Male","Tablet","Bottom","Shopping","Evening","1"
"8104","User8104","","","Desktop","","","","0"
"7808","User7808","26","Female","","Top","","Night","1"
"7507","User7507","","","","Top","Education","Afternoon","1"
"8389","User8389","","","","Side","News","Evening","0"
"2125","User2125","","Female","Tablet","Top","","Evening","1"
"161","User161","","","Tablet","Side","News","Evening","0"
"6787","User6787","","Female","Mobile","Top","Education","Night","0"
"6495","User6495","","","Tablet","Bottom","Education","Afternoon","1"
"7878","User7878","60","","Tablet","Side","","Afternoon","1"
"8817","User8817","53","","Tablet","","Education","","1"
"7159","User7159","60","","Desktop","","Entertainment","Evening","0"
"373","User373","34","Female","Mobile","Top","Education","","1"
"5569","User5569","","","Mobile","Bottom","","Afternoon","1"
"5684","User5684","56","Male","Tablet","Side","","Evening","0"
"5351","User5351","","Male","Tablet","","","Afternoon","0"
"8761","User8761","43","Male","Desktop","Bottom","Education","Afternoon","0"
"3746","User3746","","Male","Desktop","Top","","","1"
"5757","User5757","","","Mobile","Side","Shopping","","0"
"8965","User8965","25","","Mobile","Bottom","Social Media","Evening","1"
"8335","User8335","","Female","Desktop","","Education","Evening","0"
"6657","User6657","22","","Desktop","Bottom","","Night","1"
"2428","User2428","33","","Tablet","","","Morning","1"
"3945","User3945","","","","Side","Social Media","","0"
"4266","User4266","28","","Desktop","Side","News","Morning","1"
"9499","User9499","","Female","Mobile","Bottom","","Morning","1"
"1399","User1399","","Female","Mobile","Bottom","Education","Night","1"
"9835","User9835","","","Desktop","","","Evening","0"
"1931","User1931","","Female","Mobile","Bottom","Shopping","","1"
"8789","User8789","44","Female","Desktop","Top","","Evening","1"
"4484","User4484","48","","Desktop","Bottom","Education","Afternoon","0"
"1684","User1684","57","","Mobile","Side","Shopping","Afternoon","0"
"8253","User8253","","","Desktop","Bottom","Entertainment","Night","1"
"6771","User6771","","","Desktop","","","Morning","1"
"6576","User6576","62","Female","Desktop","Bottom","","Morning","1"
"6669","User6669","38","Female","Mobile","Side","News","Night","1"
"5273","User5273","64","Female","Desktop","Bottom","News","","0"
"4697","User4697","","","","Side","Entertainment","Afternoon","1"
"740","User740","47","","Tablet","Side","","Evening","0"
"6287","User6287","","","Tablet","Bottom","","Morning","1"
"6616","User6616","63","Male","Desktop","Bottom","","Evening","0"
"3565","User3565","62","Female","Desktop","Side","","Evening","0"
"5529","User5529","21","","Desktop","Side","Shopping","","0"
"2083","User2083","60","Female","Desktop","Top","News","Afternoon","0"
"7544","User7544","","Female","Mobile","Top","News","","1"
"3336","User3336","26","","Desktop","Bottom","","Morning","1"
"4548","User4548","","Male","Desktop","Side","Entertainment","Evening","1"
"3333","User3333","30","Male","","","","Evening","1"
"6984","User6984","55","Male","Tablet","","News","","0"
"3644","User3644","","Female","Mobile","Side","","Evening","1"
"2044","User2044","31","","Mobile","","News","","1"
"8271","User8271","29","","Desktop","Bottom","","Afternoon","1"
"6409","User6409","52","Male","Desktop","","","Night","1"
"1296","User1296","34","","Tablet","Top","","","1"
"6449","User6449","42","","Desktop","Top","Shopping","Night","1"
"4361","User4361","29","Male","Tablet","","Education","Afternoon","1"
"6103","User6103","","","Mobile","Side","News","Morning","0"
"9572","User9572","38","","Mobile","Bottom","Social Media","Morning","1"
"6708","User6708","","","Desktop","Top","","Night","1"
"3561","User3561","37","","Desktop","","Social Media","Evening","1"
"3323","User3323","48","","Tablet","","","Afternoon","1"
"9521","User9521","44","Male","Desktop","Top","","Evening","0"
"8004","User8004","","","Desktop","","Social Media","Morning","0"
"5860","User5860","","Female","Desktop","Bottom","Entertainment","Morning","1"
"2009","User2009","","Female","Tablet","Top","News","","0"
"316","User316","","","Desktop","Top","Social Media","Night","1"
"6143","User6143","29","","Mobile","Bottom","","Afternoon","1"
"6989","User6989","28","Male","","Bottom","","Afternoon","1"
"9399","User9399","37","Male","Desktop","Bottom","Entertainment","Evening","0"
"7637","User7637","24","Male","","Side","","Afternoon","0"
"4055","User4055","30","","Tablet","Bottom","","Morning","0"
"5909","User5909","45","","Tablet","Top","","Afternoon","1"
"7266","User7266","","","Tablet","Bottom","Education","Afternoon","1"
"6287","User6287","40","Female","Tablet","Bottom","","","1"
"6479","User6479","","","Tablet","Side","","Afternoon","1"
"6210","User6210","57","Male","Tablet","Bottom","","Morning","0"
"5818","User5818","","","Tablet","Top","Social Media","Night","1"
"3823","User3823","57","","Mobile","","","Evening","0"
"372","User372","33","","Mobile","Bottom","Entertainment","Afternoon","0"
"9497","User9497","","","Mobile","Side","News","Morning","0"
"5756","User5756","51","","Tablet","Top","","Afternoon","1"
"8692","User8692","","Male","Mobile","Bottom","Social Media","Afternoon","1"
"8647","User8647","","Female","Desktop","Top","Shopping","Morning","1"
"7808","User7808","26","","Desktop","","","Night","1"
"8127","User8127","","Male","Tablet","Bottom","","","1"
"4938","User4938","28","Male","Desktop","Side","Social Media","Evening","1"
"1741","User1741","45","","","Bottom","","Night","1"
"6189","User6189","50","Female","Mobile","Top","","","0"
"5093","User5093","","Female","Tablet","","","Morning","0"
"7766","User7766","","","Mobile","Top","","Afternoon","1"
"6113","User6113","22","Male","Mobile","Bottom","Education","","0"
"4108","User4108","36","","Tablet","Top","","Morning","1"
"1298","User1298","","","Desktop","Side","Social Media","Morning","0"
"6714","User6714","44","","Desktop","Side","","","0"
"7866","User7866","51","","Mobile","Top","Social Media","Morning","1"
"3544","User3544","","Male","Tablet","","News","Evening","0"
"1706","User1706","","","Tablet","Bottom","Shopping","","1"
"4021","User4021","38","","Mobile","Side","","Morning","1"
"4015","User4015","44","Male","Tablet","","","","1"
"7039","User7039","","","","Top","","Afternoon","0"
"8818","User8818","47","","Mobile","Bottom","Entertainment","Evening","0"
"6167","User6167","20","Male","Mobile","Side","Shopping","Night","1"
"7878","User7878","60","","Tablet","Side","","Afternoon","1"
"6441","User6441","","","Desktop","Top","","","1"
"5514","User5514","31","","Desktop","Side","","Night","1"
"7450","User7450","","","Desktop","Side","","","1"
"1549","User1549","56","","Desktop","","","Afternoon","1"
"5082","User5082","44","Female","Mobile","Top","Shopping","Afternoon","1"
"4308","User4308","","Male","Mobile","Side","News","Morning","0"
"7231","User7231","38","Male","Mobile","Side","","Evening","0"
"3781","User3781","23","","Mobile","Top","Entertainment","","0"
"2272","User2272","52","","Tablet","","","Morning","1"
"2125","User2125","","Female","Tablet","Top","","","1"
"5464","User5464","","","Mobile","Bottom","","","0"
"24","User24","","","","Side","","Afternoon","1"
"1503","User1503","19","Female","","Side","","Afternoon","1"
"9431","User9431","","Male","Mobile","Top","Entertainment","Afternoon","1"
"7","User7","","Female","Tablet","Bottom","","Evening","1"
"9685","User9685","","Female","Desktop","Top","Entertainment","Evening","0"
"7152","User7152","32","","Tablet","Side","News","Morning","1"
"9736","User9736","46","","Desktop","Bottom","Education","Evening","1"
"7906","User7906","","","Mobile","Bottom","Education","","0"
"1935","User1935","30","Female","Desktop","Bottom","Entertainment","Afternoon","1"
"3165","User3165","","Male","Desktop","","","Afternoon","0"
"8903","User8903","24","Male","Tablet","Side","Social Media","Evening","0"
"9057","User9057","","","","Side","","Afternoon","1"
"7766","User7766","","","Mobile","Top","Entertainment","Afternoon","1"
"8947","User8947","22","Male","Desktop","Bottom","Entertainment","Night","1"
"2373","User2373","31","","Desktop","Bottom","","","1"
"6895","User6895","","","","","Education","Night","0"
"7099","User7099","22","Female","Mobile","Top","","Evening","1"
"5100","User5100","","","Mobile","Side","Shopping","Morning","1"
"428","User428","","","Mobile","Top","","Night","0"
"8400","User8400","","","Tablet","Bottom","Entertainment","Afternoon","1"
"2681","User2681","59","","Desktop","","Education","Night","0"
"5860","User5860","","","Desktop","Bottom","","Morning","1"
"2633","User2633","","","Desktop","Top","Shopping","Night","0"
"518","User518","29","","","Bottom","Shopping","Morning","1"
"9905","User9905","","","Tablet","Top","","","1"
"8994","User8994","34","Female","Mobile","Bottom","Entertainment","Morning","1"
"1741","User1741","45","","Mobile","","","Night","1"
"6771","User6771","","","Desktop","Side","Shopping","Morning","1"
"6074","User6074","35","Male","Mobile","Bottom","","","1"
"1126","User1126","31","","Tablet","Side","","Afternoon","1"
"4697","User4697","","","Mobile","","","Afternoon","1"
"1253","User1253","","Female","Desktop","Bottom","Shopping","Morning","1"
"1549","User1549","56","","Desktop","Top","","","1"
"3110","User3110","63","","Desktop","Side","","Night","0"
"3352","User3352","","Female","Desktop","","","Night","1"
"2640","User2640","","","Tablet","Side","","Evening","0"
"6315","User6315","","","Desktop","Top","News","Afternoon","1"
"407","User407","","Male","Desktop","","Entertainment","Afternoon","0"
"5514","User5514","","","","Side","","Night","1"
"6337","User6337","","","Mobile","","Social Media","Night","1"
"420","User420","56","","Mobile","Top","Education","Afternoon","0"
"4073","User4073","","Male","Desktop","Top","Entertainment","Evening","1"
"4950","User4950","","Male","Mobile","Side","","Morning","1"
"6487","User6487","19","Male","Tablet","Side","","","1"
"7973","User7973","28","Female","Mobile","Bottom","Shopping","Morning","1"
"2021","User2021","41","Male","","Bottom","Social Media","Night","1"
"212","User212","","Female","Desktop","Bottom","","Afternoon","0"
"6907","User6907","","","Desktop","Side","Shopping","Afternoon","0"
"5818","User5818","","","Tablet","Top","Social Media","","1"
"9136","User9136","","","Desktop","Side","","","1"
"1914","User1914","42","","","Bottom","Shopping","Night","1"
"735","User735","","","Desktop","Side","Social Media","Morning","0"
"8692","User8692","","Male","Mobile","","","Afternoon","1"
"9708","User9708","38","Male","Tablet","Side","Shopping","Night","0"
"9268","User9268","","Female","Tablet","Top","Entertainment","Evening","0"
"394","User394","","Male","Mobile","Side","","Afternoon","0"
"2101","User2101","34","","Mobile","Side","","Evening","0"
"2804","User2804","","Female","Tablet","Bottom","","Evening","1"
"5091","User5091","","","Desktop","Bottom","","Afternoon","0"
"9765","User9765","","","Mobile","Top","Entertainment","Morning","0"
"5878","User5878","","","Tablet","Bottom","Education","","1"
"7507","User7507","","","Tablet","Top","Education","Afternoon","1"
"6553","User6553","","","Desktop","Bottom","Education","Morning","1"
"5419","User5419","","Male","Tablet","Top","","Morning","1"
"8965","User8965","25","Female","","Bottom","","Evening","1"
"9789","User9789","36","","Tablet","","","Morning","1"
"8970","User8970","","","Mobile","Side","Social Media","Afternoon","0"
"6487","User6487","19","Male","Tablet","Side","","","1"
"3297","User3297","18","Female","Tablet","Bottom","","Night","1"
"6419","User6419","18","Male","","","Shopping","Night","0"
"9789","User9789","36","","Tablet","Side","","Morning","1"
"3826","User3826","","Female","Mobile","Bottom","News","Afternoon","0"
"1539","User1539","","","Mobile","Bottom","Education","Evening","1"
"6906","User6906","","","","Top","","Morning","1"
"6679","User6679","","Male","Tablet","","Entertainment","Night","1"
"4957","User4957","58","","Desktop","Bottom","Social Media","Evening","1"
"554","User554","","Male","Mobile","Side","Entertainment","","0"
"670","User670","22","","Desktop","Top","Shopping","Afternoon","1"
"128","User128","55","","Tablet","Top","","Afternoon","0"
"998","User998","","","Tablet","Top","","Evening","1"
"1171","User1171","","Female","Mobile","Bottom","","Night","1"
"5982","User5982","43","Female","Tablet","Top","","Evening","0"
"4254","User4254","19","","","","","","1"
"7878","User7878","60","","Tablet","Side","","Afternoon","1"
"4621","User4621","","","","","","Afternoon","1"
"7266","User7266","","","Tablet","Bottom","Education","Afternoon","1"
"3122","User3122","48","","Mobile","Bottom","","Morning","0"
"5576","User5576","","","","Top","Shopping","Night","0"
"6462","User6462","36","","Tablet","","Education","","1"
"2125","User2125","","Female","Tablet","Top","","Evening","1"
"2687","User2687","21","Male","","Bottom","Entertainment","","0"
"6283","User6283","40","Female","","Side","","","0"
"6181","User6181","54","Male","Tablet","Top","Education","Night","0"
"4714","User4714","61","","Mobile","","Social Media","Morning","0"
"5276","User5276","","","Tablet","Side","","","1"
"8530","User8530","52","Female","Mobile","Top","Social Media","Afternoon","1"
"7356","User7356","41","Male","Tablet","Side","Shopping","Night","0"
"2485","User2485","57","","Mobile","Bottom","News","Night","1"
"6401","User6401","45","Female","Mobile","Side","","Morning","1"
"1729","User1729","26","Female","Mobile","Top","","Afternoon","1"
"4890","User4890","43","Male","Tablet","Bottom","Education","Afternoon","1"
"1945","User1945","20","","Tablet","","Entertainment","","1"
"7099","User7099","22","Female","Mobile","Top","","Evening","1"
"9504","User9504","","","","Top","Shopping","Morning","1"
"7498","User7498","","Male","Mobile","Side","Shopping","Afternoon","1"
"2722","User2722","","","Desktop","Top","","Evening","1"
"8147","User8147","32","Female","","Top","","Night","1"
"5735","User5735","46","Female","Desktop","","","Evening","0"
"1197","User1197","62","Male","Mobile","Top","Social Media","Night","1"
"5618","User5618","","","Desktop","Side","","","0"
"1296","User1296","","","Tablet","Top","","Morning","1"
"8799","User8799","","","Mobile","","Education","Night","0"
"4722","User4722","","Female","Mobile","Bottom","Shopping","Evening","0"
"1148","User1148","25","","","","","Afternoon","1"
"7266","User7266","","","Tablet","Bottom","Education","Afternoon","1"
"5085","User5085","","","Tablet","Top","News","Night","1"
"6433","User6433","45","Female","Mobile","Bottom","","Morning","0"
"3335","User3335","24","Male","","Top","Entertainment","Night","1"
"1369","User1369","","","Desktop","Bottom","Social Media","","1"
"8279","User8279","","","Desktop","Top","","Evening","0"
"188","User188","56","Female","Tablet","Bottom","News","Morning","1"
"8018","User8018","","","Desktop","","","","1"
"2960","User2960","","","Tablet","Top","","Evening","0"
"8449","User8449","31","","Mobile","Side","","Evening","0"
"3295","User3295","","Male","Tablet","Top","Education","","0"
"3109","User3109","","","Tablet","Side","Entertainment","Evening","1"
"6771","User6771","","","","Side","Shopping","Morning","1"
"2337","User2337","40","Male","Desktop","Top","","","1"
"8817","User8817","53","Male","Tablet","","Education","","1"
"8253","User8253","57","","","Bottom","Entertainment","Night","1"
"3144","User3144","24","","Desktop","","Shopping","Morning","1"
"8101","User8101","59","","Desktop","Bottom","","","1"
"9850","User9850","45","","","Top","Shopping","Afternoon","0"
"2129","User2129","47","","Tablet","Bottom","Social Media","Evening","1"
"5766","User5766","","Male","Desktop","Side","Social Media","Evening","1"
"5110","User5110","44","Female","","Top","Shopping","","1"
"5955","User5955","59","","Tablet","","","Evening","1"
"1131","User1131","46","","","","Shopping","Night","0"
"749","User749","","","Mobile","Top","News","Night","1"
"8937","User8937","","Male","Tablet","Side","","","1"
"9267","User9267","","","","Top","","Morning","1"
"1253","User1253","36","Female","","Bottom","Shopping","","1"
"8190","User8190","26","","Mobile","Side","","Afternoon","1"
"973","User973","37","","Mobile","","","Morning","1"
"7099","User7099","22","Female","Mobile","Top","","Evening","1"
"202","User202","49","Female","","Side","Social Media","Evening","0"
"6576","User6576","62","Female","Desktop","Bottom","Entertainment","Morning","1"
"6989","User6989","28","Male","","","","Afternoon","1"
"6737","User6737","60","Female","Mobile","Bottom","Education","Evening","0"
"9723","User9723","","Female","Mobile","Side","","Evening","1"
"3718","User3718","","","Tablet","Bottom","","","0"
"6708","User6708","","","Desktop","Top","","","1"
"3499","User3499","45","","Tablet","Side","Social Media","Evening","0"
"9146","User9146","","","","Top","","Afternoon","1"
"3164","User3164","","","Desktop","Bottom","","Evening","1"
"6811","User6811","24","","Mobile","Bottom","Education","","1"
"1600","User1600","24","","","Side","","Morning","0"
"2663","User2663","","","Mobile","","","Night","0"
"9326","User9326","","Male","Desktop","","Social Media","Evening","0"
"8214","User8214","25","Female","Tablet","Top","","Afternoon","0"
"8087","User8087","","","","","","Afternoon","0"
"7376","User7376","21","Female","Mobile","","News","Morning","1"
"4707","User4707","21","","Desktop","Top","","Evening","1"
"6487","User6487","19","Male","Tablet","Side","","Morning","1"
"6161","User6161","61","Female","Tablet","Bottom","","","1"
"5418","User5418","34","Male","Mobile","Top","","Evening","1"
"9855","User9855","","Male","Desktop","","News","Morning","1"
"4697","User4697","","","","","Entertainment","Afternoon","1"
"3138","User3138","50","Male","","Side","Education","Evening","0"
"6100","User6100","","","Desktop","Bottom","Education","Night","1"
"3130","User3130","18","","Mobile","Top","Entertainment","Morning","0"
"148","User148","","Female","Desktop","Bottom","","Night","0"
"6775","User6775","","","Desktop","Bottom","Shopping","Morning","0"
"5566","User5566","","","Mobile","Bottom","","","1"
"7861","User7861","","","Mobile","Top","","Night","0"
"8648","User8648","46","","Tablet","Side","Social Media","Evening","0"
"2581","User2581","","Female","Mobile","","","Evening","1"
"6620","User6620","52","Female","Tablet","Top","Education","Morning","1"
"8101","User8101","59","","Desktop","Bottom","","Afternoon","1"
"3393","User3393","","Male","Tablet","Top","Entertainment","Morning","1"
"7313","User7313","","","Mobile","Side","","","1"
"6365","User6365","","","Tablet","Bottom","","","1"
"3258","User3258","","","Desktop","Top","","Morning","0"
"5818","User5818","","","","","Social Media","","1"
"1305","User1305","","","","Top","News","Night","1"
"7375","User7375","57","Female","Desktop","","","Evening","0"
"5890","User5890","56","Female","Mobile","Bottom","News","Night","1"
"6193","User6193","29","Female","","Bottom","Shopping","Afternoon","1"
"301","User301","59","Male","Tablet","Side","Social Media","Evening","1"
"2594","User2594","29","Male","Mobile","Side","Shopping","Evening","0"
"1549","User1549","56","","","Top","","","1"
"9231","User9231","21","","Desktop","Top","Shopping","Evening","1"
"4266","User4266","28","","","Side","","","1"
"7931","User7931","35","","Desktop","Side","News","Afternoon","0"
"2029","User2029","27","","Mobile","Top","","Afternoon","0"
"5620","User5620","53","Female","","Side","Entertainment","Evening","0"
"5419","User5419","","","Tablet","","","Morning","1"
"6980","User6980","62","","","Bottom","Social Media","","1"
"8753","User8753","","","Tablet","Top","Entertainment","Morning","1"
"2297","User2297","57","Male","Tablet","Side","Education","","1"
"3014","User3014","","","","","","","1"
"7490","User7490","52","","Tablet","","Social Media","Afternoon","0"
"7355","User7355","38","Male","Tablet","Bottom","News","","0"
"6913","User6913","57","","","","","","0"
"1805","User1805","","Male","Mobile","Top","","Afternoon","1"
"5637","User5637","","","Tablet","","News","Morning","0"
"2125","User2125","","Female","","Top","","Evening","1"
"9290","User9290","61","","Desktop","Bottom","Entertainment","Afternoon","1"
"2156","User2156","46","Female","","Side","","Afternoon","1"
"9955","User9955","34","","Tablet","Side","","Morning","0"
"6274","User6274","","","","Top","Shopping","Afternoon","0"
"5912","User5912","41","","","Side","","Night","1"
"8101","User8101","59","","Desktop","Bottom","","Afternoon","1"
"5418","User5418","34","Male","Mobile","Top","Entertainment","Evening","1"
"4198","User4198","21","Male","Desktop","Bottom","","Morning","0"
"5824","User5824","59","","","","Entertainment","Night","0"
"8937","User8937","57","Male","Tablet","Side","","","1"
"2289","User2289","","Female","Desktop","Bottom","","Morning","1"
"3560","User3560","33","Female","Tablet","","","Evening","0"
"5877","User5877","22","Female","Tablet","Side","","Morning","0"
"1383","User1383","27","Female","Desktop","Top","Entertainment","Night","0"
"1650","User1650","","","","","","Morning","1"
"2722","User2722","","","Desktop","","","Evening","1"
"8531","User8531","54","Female","Tablet","Bottom","Education","Morning","0"
"5227","User5227","","","Mobile","Top","Entertainment","Night","1"
"7169","User7169","","","Mobile","","","","0"
"4230","User4230","35","","Tablet","Top","Education","Evening","1"
"2804","User2804","","Female","Tablet","Bottom","","Evening","1"
"277","User277","59","","Desktop","Top","","Afternoon","1"
"5566","User5566","","","Mobile","Bottom","Social Media","Morning","1"
"8323","User8323","63","","Desktop","Bottom","","Morning","0"
"2017","User2017","","Male","Tablet","Bottom","Shopping","Evening","1"
"4509","User4509","29","","Desktop","Bottom","Education","Afternoon","1"
"9967","User9967","","","Mobile","Side","Education","Evening","1"
"9764","User9764","40","Female","","Top","Shopping","Evening","0"
"9892","User9892","51","","Tablet","","","","1"
"8895","User8895","","Female","Tablet","Top","Social Media","","0"
"7297","User7297","18","","","","Entertainment","Evening","0"
"4330","User4330","","","Tablet","Side","News","Evening","0"
"6100","User6100","","","","Bottom","Education","","1"
"7345","User7345","56","Male","Tablet","Top","Social Media","","0"
"9231","User9231","21","","Desktop","Top","Shopping","Evening","1"
"373","User373","34","","Mobile","Top","Education","","1"
"2373","User2373","31","","Desktop","Bottom","Social Media","Night","1"
"5623","User5623","53","","Desktop","Side","","Morning","1"
"137","User137","","","Mobile","Side","Shopping","Night","0"
"7201","User7201","21","","Desktop","","Entertainment","","0"
"4948","User4948","55","","Mobile","","Education","","0"
"6276","User6276","39","Female","Desktop","Side","","Morning","0"
"43","User43","23","Male","Tablet","Bottom","","Night","0"
"5008","User5008","30","","Desktop","Side","Social Media","Evening","0"
"2032","User2032","36","","","Bottom","Education","Morning","1"
"8353","User8353","","","","Bottom","","Evening","1"
"3915","User3915","","","Desktop","Side","","Evening","1"
"4024","User4024","","","","Top","","Night","0"
"6509","User6509","62","Female","Mobile","","","Morning","0"
"714","User714","32","","Desktop","Top","","Morning","0"
"6287","User6287","40","Female","Tablet","Bottom","","","1"
"4011","User4011","20","Male","","Top","Shopping","Morning","0"
"2289","User2289","","Female","Desktop","Bottom","Shopping","","1"
"4539","User4539","","","Mobile","Bottom","","","1"
"3164","User3164","","","Desktop","","","","1"
"5838","User5838","27","","Tablet","","","Evening","0"
"8147","User8147","","Female","","Top","","","1"
"6743","User6743","","","Mobile","Side","Entertainment","","1"
"1200","User1200","","","Mobile","Top","Shopping","Afternoon","0"
"7544","User7544","","Female","Mobile","Top","","Afternoon","1"
"6679","User6679","26","Male","Tablet","","Entertainment","Night","1"
"4848","User4848","","Female","Desktop","Bottom","","Night","1"
"4539","User4539","54","Male","","Bottom","","Night","1"
"8271","User8271","29","","Desktop","","Education","Afternoon","1"
"1178","User1178","","Male","Desktop","Bottom","","Evening","1"
"5629","User5629","","","Tablet","Top","","Night","1"
"5878","User5878","","","Tablet","","Education","Afternoon","1"
"1908","User1908","26","","Mobile","Bottom","Education","Evening","1"
"2906","User2906","","","Desktop","Bottom","","","0"
"1503","User1503","19","Female","Tablet","Side","","Afternoon","1"
"7702","User7702","","","Desktop","Side","News","Night","0"
"8081","User8081","38","","Tablet","Bottom","Entertainment","Night","1"
"3323","User3323","48","Female","Tablet","Side","","Afternoon","1"
"3896","User3896","","","Mobile","Top","Education","Morning","0"
"8205","User8205","46","","Desktop","Bottom","News","Afternoon","0"
"2938","User2938","","Female","Mobile","Top","News","Morning","0"
"1126","User1126","31","","Tablet","Side","","Afternoon","1"
"6893","User6893","21","","Mobile","Top","Entertainment","Evening","1"
"9894","User9894","","","Mobile","Top","","Afternoon","1"
"3323","User3323","48","Female","Tablet","","","Afternoon","1"
"7152","User7152","","","","Side","News","Morning","1"
"223","User223","","Female","Tablet","Top","Social Media","Afternoon","0"
"443","User443","46","Male","Desktop","","Education","Afternoon","0"
"6553","User6553","","","Desktop","Bottom","Education","","1"
"1325","User1325","","","Desktop","Side","","","1"
"5897","User5897","","Female","Tablet","Side","","","0"
"6315","User6315","","","Desktop","Top","News","Afternoon","1"
"6724","User6724","37","Female","Desktop","Top","","Evening","1"
"2044","User2044","","","Mobile","Top","News","Evening","1"
"6862","User6862","","Male","Tablet","Side","Education","Afternoon","1"
"6959","User6959","39","Male","","Top","","Evening","1"
"2373","User2373","31","","","Bottom","Social Media","","1"
"9894","User9894","","","Mobile","","","Afternoon","1"
"3471","User3471","","Female","Mobile","Side","","Morning","0"
"6669","User6669","38","Female","Mobile","Side","News","Night","1"
"7138","User7138","26","Male","Tablet","Top","Social Media","","1"
"7266","User7266","","","Tablet","Bottom","Education","Afternoon","1"
"6863","User6863","51","","","Side","Entertainment","Morning","1"
"6271","User6271","","","","Top","Social Media","Afternoon","0"
"7647","User7647","","Male","Desktop","Top","News","Afternoon","1"
"5201","User5201","","Female","","Top","","Evening","0"
"980","User980","","","Mobile","","Social Media","Morning","0"
"6893","User6893","21","","","Top","Entertainment","Evening","1"
"1741","User1741","45","","Mobile","","","","1"
"632","User632","","Female","Desktop","Side","","Evening","0"
"5006","User5006","30","","Tablet","Bottom","","Evening","0"
"2712","User2712","","","Mobile","","News","Afternoon","0"
"3333","User3333","30","Male","Tablet","Top","","Evening","1"
"6942","User6942","27","Male","Desktop","","","","0"
"816","User816","","","Tablet","Bottom","Shopping","","0"
"9383","User9383","44","","Tablet","Top","Education","","0"
"2290","User2290","41","","","Top","","","1"
"8817","User8817","53","Male","Tablet","Bottom","Education","Night","1"
"1935","User1935","30","Female","Desktop","","Entertainment","Afternoon","1"
"9346","User9346","","","Tablet","Side","","","0"
"3574","User3574","","Female","Tablet","Top","","","1"
"8849","User8849","","","Desktop","Bottom","News","","0"
"3337","User3337","37","Male","Tablet","Side","News","","0"
"7268","User7268","28","Female","","","News","Evening","1"
"3746","User3746","","Male","Desktop","Top","","Morning","1"
"1167","User1167","","Male","Desktop","Top","","Evening","0"
"8081","User8081","38","","Tablet","Bottom","Entertainment","Night","1"
"1910","User1910","63","Male","Desktop","Side","","Night","1"
"2778","User2778","","","Mobile","Bottom","","Morning","0"
"301","User301","59","Male","Tablet","Side","Social Media","Evening","1"
"375","User375","26","","Mobile","Top","","Evening","1"
"748","User748","","","","Side","News","Afternoon","0"
"8530","User8530","52","Female","Mobile","Top","Social Media","","1"
"425","User425","61","","","Bottom","","Afternoon","0"
"3651","User3651","","Female","","Bottom","Social Media","Evening","0"
"6143","User6143","29","","","","","Afternoon","1"
"4489","User4489","","","","Bottom","","","0"
"89","User89","58","","Tablet","","Education","","0"
"6167","User6167","20","","Mobile","Side","Shopping","Night","1"
"4361","User4361","29","","Tablet","Side","Education","Afternoon","1"
"5808","User5808","","Male","Desktop","Side","","Morning","0"
"3706","User3706","","","Mobile","Top","Shopping","Afternoon","0"
"2082","User2082","29","","Mobile","Side","Social Media","Night","0"
"204","User204","","","Desktop","Side","News","Night","0"
"362","User362","","Female","Mobile","Bottom","Entertainment","Morning","0"
"8081","User8081","38","","Tablet","Bottom","Entertainment","Night","1"
"494","User494","","","Tablet","Side","Shopping","Evening","0"
"6980","User6980","62","","","","Social Media","Night","1"
"7674","User7674","43","Female","Tablet","Bottom","News","","1"
"9","User9","","Female","Desktop","Bottom","Entertainment","","0"
"6654","User6654","33","","Desktop","Top","Education","Afternoon","1"
"1369","User1369","","","","Bottom","Social Media","Morning","1"
"670","User670","22","","Desktop","Top","Shopping","Afternoon","1"
"6602","User6602","","Female","Desktop","Side","","Night","1"
"8357","User8357","60","","Tablet","Bottom","Entertainment","Evening","0"
"4348","User4348","62","Female","","Top","Shopping","","1"
"8400","User8400","","","Tablet","Bottom","Entertainment","Afternoon","1"
"7808","User7808","","Female","Desktop","Top","","Night","1"
"8530","User8530","52","Female","","Top","Social Media","Afternoon","1"
"9234","User9234","20","Male","Desktop","Bottom","","","1"
"5980","User5980","40","Female","Desktop","Side","","","1"
"3233","User3233","39","","Tablet","Bottom","Education","Evening","0"
"188","User188","56","","Tablet","Bottom","News","","1"
"1148","User1148","25","","Mobile","Bottom","","Afternoon","1"
"2979","User2979","33","Male","Desktop","Side","Education","Morning","0"
"4108","User4108","","","Tablet","Top","","Morning","1"
"3624","User3624","","Male","Desktop","Side","Education","Morning","0"
"9617","User9617","63","","","Side","Shopping","Afternoon","1"
"7674","User7674","43","Female","Tablet","Bottom","News","Afternoon","1"
"3429","User3429","59","","Tablet","Side","Social Media","","1"
"9045","User9045","","","","","Entertainment","Afternoon","0"
"6718","User6718","","Male","Mobile","Top","News","Morning","0"
"1213","User1213","","Male","Tablet","Bottom","News","Night","0"
"9486","User9486","19","Female","Mobile","","","","0"
"6959","User6959","","Male","Desktop","Top","","","1"
"4034","User4034","","","Desktop","","Shopping","Night","1"
"5596","User5596","","","Tablet","Top","","","1"
